Procedure ID,,Description,Amount
822854,,CUP ACTB REGENERX 58    ,4054
822856,,HEAD FEM UNV 44MM HIP BL,1700.68
822857,,SLEEVE CNTRNG UNV 0X40MM,278
822860,,CAP END NON IMPINGING   ,201.18
822864,,KIT RSN REPR CRNL REPR T,5609.45
822868,,CTH SHUNT SYS PSSR 55   ,659
822870,,APPLIER CLP LEROY RANEY ,2435.04
822901,,CONNECTOR SHUNT ACCUFLO ,1160
822904,,CONN SHUNT ANGLE RT     ,158
822905,,SET VNTRC CATH EXT DRA  ,1646.11
822906,,BASEPLATE KN TRI TIB 501,2835
822911,,CNLA ART L1858 24F 15.5 ,350
822915,,KIT ART CATH 18GA       ,511.8
822917,,TUBE TRCH BVN #6        ,723.77
822918,,TUBE TRACH BVN #7       ,698.83
822919,,TUBE TRCH BVN #8        ,712.78
822920,,TUBE TRCH BVN #9        ,698.83
822922,,VALVE AORTIC STAND 31M  ,8146
822923,,VALVE AOR 21MM 24MM     ,9670
822924,,VALVE AOR 25MM 28MM     ,10286
822930,,STENT BIL PANC 5X3X170  ,224
822931,,NDL KNF HBRTSE HPC-2    ,977
822932,,BSKT RTRV WEB2 2X200X8  ,1009
822935,,CTH TRY BILRTH 2 SPHINCT,1212.02
822937,,CATH FLSH L65CM OD4F    ,277.8
822939,,CATH ANGIO KUMPE 5F 40CM,262
822941,,SCREW DEPUY 14376-34    ,229.72
822942,,SCREW CANCELLOUS BONE 36,229.72
822943,,SCREW TMX CANC 4X38MM   ,229.72
822944,,SCREW CANCELLOUS BONE 40,229.72
822945,,SCREW BN 4MM 42MM TMX 1/,229.72
822946,,SCREW CANC TMX 44X4MM   ,229.72
822947,,SCREW CANCELLOUS BONE 48,229.72
822951,,SCREW P-T CANC 4X60MM   ,229.72
822958,,WIRE FX .9MM 100MM KRSH ,170
822959,,KWIRE FX 100MM 1.1MM    ,280
822960,,SCREW BN 2MM .9MM 12MM T,416
822966,,SCREW CANNULATED 2X20 V ,230
822972,,SUTURE NDL TRCAR 18266D ,1950.77
822973,,FLTR EMB BRWRE 315 SFT  ,1326
822975,,SCREW BN LCP DHHS CMPRSN,79.8
822984,,SIDEPLATE BNE 2 HL DHHS ,1121
822985,,SIDEPLATE BNE 3 HL DHHS ,1121
822986,,STEM CORAIL2 HIP 11MM   ,4800
823006,,CAGE SPN 13MMX15 LUMBAR ,10500
823010,,SCREW SPN TI L45 3821445,1370
823011,,SHELL ACTB TRIDANT 60   ,4034.34
823019,,CAST PADDING 4 IN       ,63.4
823021,,STEM FEM TPR 12/14 B/2  ,4800
823025,,STEM FEM FITMRE 90-129MM,4800
823026,,FEM B 4 FITMORE HIP EXTE,4800
823027,,STEM FEM RGH 90-129MM   ,4800
823037,,SCREW SPN TI L35MM      ,1370
823039,,SUTURE FIBERWIRE #5     ,800
823044,,BURR FLUT BALL 4MM      ,556
823046,,SCREW ASNS 3 TI 4X50MM  ,387.6
823051,,TROCAR XCEL 8MM DIL     ,467
823053,,STAPLER ECHELON EC60    ,1175
823054,,STAPLR RLOAD BLU ECHLN60,1054
823055,,EXTENSIO STM KN SZ3     ,2000
823058,,COMP ART SURFACE SIZE F ,4326
823062,,COMPNT PTLA 32X8.5MM    ,500
823063,,CMPNT PATELLAR 35MM     ,500
823064,,CEMENT BN VOID FIL 5ML  ,3006
823065,,STAPLER RLOAD AU ECHLN60,1054
823068,,STPLR RLD 60X2.5MM FLX  ,1054
823070,,CONNECTOR OCCIPITAL     ,891.6
823072,,APPLIER INTRN CLIP EL5ML,1009
823085,,SPONGE SURGIFM 8X12.5X10,355.2
823088,,STEM ORT SZ 12 RENAISS  ,4000
823101,,KIT CATH 19CM 14.5FR    ,1764.72
823103,,KIT CATH 24CM 14.5FR    ,1764.72
823104,,KIT CATH 14.5FR 33CM    ,1848
823109,,SCREW LOCKING 2.4 X 10MM,220.08
823110,,SCREW LOCKING 12MMX2.4MM,220.08
823112,,SCREW LOCKING 2.4MM X 12,220.08
823114,,SCREW LOCK S/T 2.4X18MM ,220.08
823116,,SCREW LOCKING 2.4X20 212,220.08
823117,,SCREW BONE 2.4X24MM LCP ,220.08
823121,,SCREW CANNULATED TI 6.5 ,220.08
823126,,KIT STYLET LD SJD 52CM  ,1080
823127,,DEVICE RTRVL ALGTR 5MM  ,10465
823146,,STEM FEM FLUT KN 20X100 ,2048.8
823154,,DISTRCTR ELB CNULA DJD  ,10315
823158,,RETRACT LONESTAR MALE SI,1289.73
823166,,SHUNT LEVEEN PERITO-VEN ,1570
823167,,STAPLER TORICULATOR TA 5,2010
823168,,STAPLER ROTIC TA 55/-4.8,2922.65
823169,,EGIA 2 60 4.8 SOLO      ,2661.41
823177,,STAPLER PREM PLUS CEEA 2,8005
823184,,STPLR ENDO HRN UNV 4.   ,18703
823187,,STAPLE PROTACK30        ,2018.82
823188,,STAPLER ENDO HERNIA MF D,689
823194,,APPLIER INT CLP 5MM 11IN,2330
823195,,STAPLER CLIP PISTOL APPL,2756.4
823197,,APPLIER INT CLP 10MM TI ,2756.4
823203,,NEEDLE STEP VRRS SHRT   ,857.2
823208,,SPONGE ABS 6X2CM HMSTC A,72.8
823209,,IRRIGATOR EYE MORGAN    ,488
823216,,HEAD FEM CERM 11/13+0 32,2000
823217,,HEAD FM HIP 11/13 +3X32 ,1500
823218,,FM HD CERM 11/13 +6 OD32,2000
823219,,HEAD FEM HIP+1X12/14X32 ,1500
823221,,HEAD FM CRM 12/14 32+9MM,1500
823222,,HEAD FEM HIP 11/13 +0X36,2001.6
823223,,HEAD CER 11/13 36 DLTA  ,2000
823224,,HEAD HIP +5 12/14 36MM  ,1500
823226,,LEAD PCNG DURATA 65CM   ,9500
823227,,RETRACTOR ALEXIS 360D LG,475
823229,,RETRCTR WND 5-9 MD      ,1015
823231,,COMP FEM LT KN DPHSL70MM,11352
823232,,BASEPLATE TIB L71MM     ,5582
823233,,PIN HLF JTX 15X4MM EX FX,1639.08
823235,,CABLE ORTH COCR 2X75MM  ,679.8
823236,,GRIP TROCH 3CBL STD 85MM,2028
823237,,GRIP TROCH 5CBL STD125MM,7510
823241,,TUBE GSTRM SIL 18F      ,426.8
823242,,TUBE GSTRM SIL 20F      ,426.8
823250,,TUBE FD JJUNO 14F       ,848.07
823252,,TUBE FD JJUNO 18FR      ,848.07
823253,,TUBE FD JJUNO 20F       ,848.07
823257,,TUBE JJNSTM 45CM 18FR SI,2138.85
823266,,SET CBL SLV STNLS 2.0   ,458
823272,,BLN CATH CQ CQ7564      ,1391.95
823273,,BLN CATH CQ CQ7584      ,1391.95
823274,,BANDAGE CMPR STRL 4 X 5 ,16
823280,,BLADE 8.0 TRPHN         ,405
823281,,BLADE SRG L15.8MM OD8.5M,840
823285,,MEROGEL 15-17002        ,1131.57
823289,,BURR CRV RAD 55         ,1250
823290,,BLADE 40D 4 CRV         ,1167.81
823291,,BLDE RDND 4 L11 CRV     ,1096.11
823294,,HEMOST WET FIELD 18     ,526
823296,,BUR SURG 4X51MM SS RND  ,544
823298,,FTCNT 45 D PNCL         ,2444.33
823302,,PRB 10 LAPSCP ABC       ,2330
823303,,PROBE 5MM HND SWCH      ,845.02
823306,,DILATOR CRWFRD .016X.025,429
823310,,MANIPULATR UTRN 6.7X8CM ,860
823311,,MANIPULATR UTRN 6.7X10CM,877.4
823312,,MANIPULTOR 6CM 5.1MM    ,877.4
823313,,MANIPULATR UTRN 6.7X6CM ,877.4
823315,,DILATOR COONS 16FR      ,396
823316,,GW CP MNDRL NT 018 60   ,672
823319,,STNT URE APMTZ 8.5X26   ,187.8
823321,,SHTH FLXR 6F 55-RB-RAABE,910
823322,,FLTR VC G-R BNF 12F JUG ,2600
823323,,NEEDLE BX CHBA 22GA 20CM,203.6
823325,,SET JJNSTM GW INTRO 63CM,2135
823326,,CATH ANGIO CRV 5FR 40CM ,331.8
823328,,DILATOR SRG HDRPH G10285,265.6
823329,,DILATOR VSC AQ 7F 20CM  ,265.6
823331,,SHEATH CTH 6F BALKN 40CM,1088
823332,,SHEATH CTH 7F 40CM      ,1088
823336,,GWIRE VASC 035 145CM FRM,405
823337,,NDL SET ANGIO L55 16GA  ,2109
823341,,STNT URE APMTZ 8.5X24   ,187.8
823349,,SET CATH RADIAL/ARTERY  ,198.2
823350,,CATH ARTERIAL 22FR      ,164.6
823352,,CTHCV KIT FEM ART LN    ,700
823353,,BAG BILE REGULAR        ,151
823354,,TUBE ESPH 20FR ADLT BLKM,2146.79
823357,,TRAY PROC URO 16F HEYMAN,929.48
823370,,SCREW AQLS SHLDR 4.5X23 ,344
823372,,SCREW ORT 26MM          ,250
823376,,PCMKR CD  6MM 44X43MM ID,6400
823378,,ANCHOR TITAN 5MM ACL    ,606
823381,,MESH SURG DLMSH 15X10CM ,794
823382,,MESH SURG DLMSH 19X15CM ,1586
823385,,GFT CV DSTFL SB 6X80    ,3688
823390,,GRAFT VASC 45CM 4-6MM   ,1370
823391,,COIL EMB .018X2MMX20MM  ,123.54
823392,,COIL EMB .018X3MMX30MM  ,127.36
823393,,COIL EMBL 10MM 7MM      ,131.34
823394,,COIL EMBL 12MM 8MM      ,131.34
823395,,COIL EMBL 14MM 10MM     ,131.34
823396,,COIL EMBL 17MM 11MM     ,127.4
823397,,COIL EMBL 4MM 5MM PSH .0,107.08
823398,,COIL EMB PLAT .018IN L80,151.7
823406,,SLEEVE ORTH HD MOD TPR T,346.5
823408,,DRILL SURGICAL SH 5 HALF,2171.4
823409,,SYS DRG DLV 56 NEURON   ,3067
823411,,KIT CATH SHUNT 823072   ,1082.12
823413,,MESH HRN 7X5.4 OVL      ,2692.6
823414,,MESH HRN EPTFE 3IN CRC S,834.2
823415,,MESH HRN EPTFE 4.3 OVL M,1568.8
823416,,MSH HRN EPTFE 4.5IN LRG ,1204.6
823417,,DEVICE CLSR RADPQ MED FS,526
823421,,COIL EMBL 23MM 2-3MM VTX,147.16
823422,,COIL EMBOL 3.7MM 41MM   ,147.16
823423,,COIL VASC L5.5MM L58MM O,151.7
823424,,HOOK RET NEURO DURA.5IN ,207
823426,,VACURETTE 12MM STRT     ,70.6
823428,,BURR OVL 4X48 03-C0901  ,108
823430,,BURR ECG OVL 4.0        ,290
823432,,BUR STD 6X55 RND        ,275
823433,,BLDE SAW SAG 5.5X4      ,15
823435,,BLADE 25X13.5X.5MM KM-71,730
823440,,SLING TRANSVAG URN INCNT,1100.38
823441,,FXTR DIST RDS DIMENSIO  ,2895.74
823442,,PORT ACCSS KIT CATH 8540,500
823443,,SLEEVE DRL MSR ALPS NS D,818.87
823452,,SUT ANCH 3.0MM          ,340
823454,,GFT VASC SV CRYVN 3-6MM ,22658
823455,,TRAY BX CARTILGE TRNSPRT,3770
823456,,PASTE BN MATRIX 5ML     ,1720.8
823457,,PASTE ORTHO DBX LF 5ML  ,1548.8
823458,,PASTE ORTHO DBX LF 10ML ,2169
823463,,BLDE SAW LNG 1.9 SGTL   ,418
823464,,SPACER TNDN 3MM HNTR HND,3046
823465,,SPACER TENDON L24CMXW4MM,3046
823466,,BLN APX RX 1.5X8        ,973
823467,,BLN APX RX 2X8          ,973
823468,,BLN APX RX 2.25X8       ,1034
823469,,BLN APX RX 2.5X8        ,973
823470,,BLN APX RX 2.75X8       ,973
823471,,BLN APX RX 3X8          ,973
823472,,PROBE DOPPLER BYNT NEURO,1556.61
823473,,BLN APX RX 3.25X8       ,5162
823474,,BLN APX RX 3.5X8        ,1034
823476,,BLN APX RX 3.75X8       ,1034
823477,,WIRE PACING 26X61X89    ,242.6
823478,,BLN APX RX 4X8          ,1234
823479,,BLN APX RX 4.5X8        ,1459.85
823480,,BLN APX RX 5X8          ,1459.85
823481,,BLN APX RX 1.5X12       ,973
823482,,BLN APX RX 2X12         ,973
823484,,BLN APX RX 2.25X12      ,973
823485,,BLN APX RX 2.5X12       ,973
823486,,BLN APX RX 2.75X12      ,973
823488,,BLN APX RX 3X12         ,973
823489,,DRL TWST 1.1X50 5 STP   ,800
823490,,BLN APX RX 3.25X12      ,973
823491,,BLN APX RX 3.5X12       ,973
823492,,BLN APX RX 3.75X12      ,973
823493,,BLN APX RX 4X12         ,947
823494,,BLN APX RX 4.5X12       ,1234
823495,,BLN APX RX 5X12         ,1234
823499,,BLN APX RX 1.5X15       ,947
823500,,BLN APX RX 2X15         ,973
823501,,BLN APX RX 2.25X15      ,973
823502,,BLN APX RX 2.5X15       ,973
823504,,BLN APX RX 2.75X15      ,973
823506,,BLN APX RX 3X15         ,973
823507,,BLN APX RX 3.25X15      ,1034
823508,,BALLOON APX RX 3.5X15   ,973
823509,,BLN APX RX 4.5X15       ,973
823510,,BLN APX RX 1.5X20       ,1234
823511,,BLN APX RX 2X20         ,973
823512,,BLN APX RX 2.25X20      ,973
823514,,BLN APX RX 2.5X20       ,973
823515,,BLN APX RX 2.75X20      ,1034
823516,,BLN APX RX 3X20         ,973
823518,,IMPLANT BRST 150-25ML   ,698
823519,,IMPLANT BRST 175+25ML   ,698
823520,,IMPLANT BRST 200+25ML   ,698
823521,,IMPLANT BRST 225+25ML   ,698
823522,,IMPLANT BRST 300-25ML   ,1200
823523,,IMPLANT BRST 325-50ML   ,1150
823524,,IMPLANT BRST 350-50ML   ,1200
823527,,BLN APX RX 3.25X20      ,1234
823529,,KIT FLD TRNSF ASEP 48X60,900
823530,,EXPNDR TIS 30ML SAL SYR ,190
823531,,BLN APX RX 3.5X20       ,973
823533,,BLN APX RX 3.75X20      ,1234
823534,,BLN APX RX 4X20         ,972
823535,,BLN APX RX 4.5X20       ,1034
823536,,BLN APX RX 5X20         ,1034
823537,,BLN APX RX 2X30         ,1234
823538,,BLN APX RX 2.25X30      ,1459.85
823539,,BLN APX RX 2.5X30       ,1120.35
823540,,BLN APX RX 2.75X30      ,1459.85
823541,,BLN APX RX 3X30         ,947
823542,,FILLER BN VOID 50MM DBM ,2696
823543,,PASTE OSTEOFILL ICM 90  ,4464
823546,,BLN APX RX 3.25X30      ,1459.85
823547,,BLN APX RX 3.5X30       ,947
823548,,BLN APX RX 3.75X30      ,1459.85
823549,,BLN APX RX 4X30         ,947
823551,,CONN SHNT PDNZ SCF 3WAY ,529.62
823554,,BURR ANSP SLVR 1        ,1500
823555,,DISC ANSPACH DMD SIL-14 ,2634.52
823556,,BURR ANSPACH L-8NS      ,2369.71
823561,,TOOL DSCT BALL FLUTD 5MM,391
823563,,BURR 3MM MTCHSTC TURQ-L8,1106.77
823564,,TOOL DSCT BALL FLUTD 4MM,391
823565,,BIT DRL ANSPACH VIO-6   ,602
823566,,BLN APX RX 1.5X8        ,973
823567,,BLN APX RX 1.5X12       ,973
823568,,BLN APX RX 1.5X15       ,1234
823569,,BLN APX RX 1.5X20       ,973
823578,,PIN EXFIX STABLCK WRIST ,7368.9
823579,,SCREW BN PLRS 5X35 CANC ,229.42
823580,,SCREW BN 5X40MM PLRS    ,358
823581,,ROD IM HUM 8X240        ,3786
823582,,BIT DRL 5.0 & 3.5MM     ,1420
823583,,GWIRE ORTHO .045X6      ,380
823584,,GWIRE  L20IN OD.078IN S ,1380
823585,,CATH MRC DAC DIST ACC   ,3830.75
823586,,CATH GD H749389697130   ,365
823587,,CATH GD H749389697140   ,970
823588,,GC RUNWAY 6FR BU3.75 LT ,365
823589,,CATH GD BU4 LT 6F .07IN ,840
823590,,CATH GD BU4.5CURVE OD6FR,365
823591,,CATH GUIDE BU5 6FR LEFT ,365
823593,,CATH GD H749389697220   ,970
823598,,HEAD HUM 17X44MM 113764 ,3628
823601,,COMPNT TIB TRAY COB     ,172.9
823608,,STEM FEM VNGRD 80X14MM  ,1876.2
823613,,SCREW LAG 12.7 90       ,996
823614,,SCREW LAG 12.7X95MM     ,648
823616,,GDPIN ORTHO 2.5X9MM     ,1320
823624,,CATH CHLGM 7.5FR        ,1256
823625,,CATH CHOLANGIO 4.5 BROWN,559.6
823626,,IMPL TOE SZ 2S          ,1432.5
823634,,CABLE SLV DLMLS HIP 2MM ,458
823640,,SCREW BN 2.7MM 18MM LCK ,330
823641,,ANCHOR SUT 3.5M PITON BL,790
823642,,SCREW TI PA INSITE OD5  ,450
823644,,VALVE CNTRL BLEDBK INNOV,400
823650,,VALVE AORS PRMT RSR 21  ,8990
823651,,VALVE AORS PRMT RSR 23  ,11960
823652,,VALVE AORS PRMT RSR 25  ,8990
823653,,VALVE AOR PRMT RSR 27   ,8990
823654,,VLV AOR TIS PRMT RSR 29 ,8990
823657,,CANN FEM ART 18F        ,1139.09
823658,,FEM ART CANN 20/FR      ,1139.09
823673,,PLATE AO 242.06 1/4 TUB6,129
823677,,BIT DRL 2.4SHORT        ,647
823678,,BIT TWIST DRL 0.7X3     ,773
823679,,BIT DRL TWST 0.76X5     ,647
823680,,BIT DRL TWST 0.76X8     ,697
823682,,DRL BIT 2.0 J 110       ,647
823686,,GWIRE HT MD 300 ST      ,597.52
823687,,ELCTRD ELECSURG PTFE C  ,67
823688,,ELECTRD ESURG BLDE 2.5IN,65
823690,,"CAUT TIP EZ 6.5""00      ",550
823694,,CAP END ARTHDS T2 4X8MM ,372.48
823696,,CAGE SPN 4D PEEK 14X12X4,2600
823697,,SCREW BN CORT 4.5X62MM  ,198.4
823699,,SCREW SMRTLCK E 2.7X12MM,187.9
823705,,CEMENT BN SYS SCLP CNCS ,767.27
823711,,BG DRN TRU CLS 600ML    ,170
823712,,CEMENT TIB BASEPL SZ1   ,1920
823718,,SNR GSNCK AMPTZ 10      ,1809
823719,,SNR GSNCK AMPTZ 15      ,1806.14
823720,,SNARE GOOSENECK GN2500  ,1806.14
823722,,SNR AMPLZ 12 STR        ,2175.25
823723,,SNR AMPLZ 14 STR        ,2290.75
823724,,CLP QCK XTRNFX 10.5/5   ,3711.4
823725,,MESH HERNIAOVAL13.7X10.8,4620
823726,,MESH HERNIA OVAL12.3X6.3,3658
823728,,SPACER SPN SIGNAT SM 8MM,4500
823729,,CLAMP QC EXFX 10.5X10.5 ,1159.46
823730,,CLAMP 6 HL PIN EX FIX   ,2679.6
823731,,POST ANG EX FIX 30D     ,1935.15
823732,,CATH NRON DLVR MP 6X105 ,3067
823733,,POST FRDM EXFX 4X6.25MM ,2991.45
823742,,TIBTRY RP CEM UPC ACCS  ,1206
823743,,RP INSERT CEM UPC ACCS  ,918
823744,,ANCHOR SCREW 905571     ,613.7
823745,,BLADE INSTRATEK         ,2928.19
823748,,SCREW LCK S/T RCS 28MM  ,263.76
823758,,VALVE MTRL STD SCRW 23MM,8146
823759,,VALVE MTRL ST SCRW 25MM ,7400
823760,,VALVE MTRL ST SCRW 27MM ,8146
823761,,VALVE MTRL STD SCRW 29MM,7400
823762,,VALVE MTRL ST SCRW 31MM ,7658
823763,,VALVE MTRL ST SCRW 33MM ,8146
823774,,SET STNT 22-32CM .038IN ,252.48
823777,,CATH SET 16FR 25CM LOOP ,921.6
823778,,CTH SUPRPUB 16          ,1315.2
823791,,CONN PLS 1/4X1/4        ,50
823792,,CONN SIDE PORT 3/8X3/8  ,54
823793,,CONN PLS 1/2X1/2        ,46
823794,,CONN PLS 1/2X3/8        ,50
823799,,CANN PRFSN 6MM 215810   ,556.78
823811,,TIP VACURETE CRV RND 8MM,70.6
823812,,NAIL- IM TI LNG 13X380  ,4412.4
823813,,NAIL IM SP CNDL 14X17MM ,3873.28
823816,,CTHDX 5F 40             ,331.8
823822,,WASHER FLAT 14          ,42.56
823827,,NAIL IM SP CNDL 14X20MM ,3833.6
823833,,NDL BX 20GX10 CHBA ASP  ,203.6
823841,,KIT SYNCHROMED REFILL 22,370.4
823849,,MESH SURG 4.7X3.1IN HRN ,1063.2
823850,,NAIL 14X340 1826-1434S  ,3516.8
823851,,SYSTEM DRN 7FR SIL RND E,630
823852,,NAIL TIB T2 IM 8MM 24CM ,3977.36
823854,,KIT NRSTM 8ELCTRD 60CM  ,3880
823858,,NEEDLE BX CHIBA DCHN2215,203.6
823861,,BNE PLIF SPCR 13        ,3990
823862,,BLADE  AGGRESSIVE +3.5MM,740
823863,,CUTR ARTHSCP 4 RESCT    ,740
823866,,BLADE  AGGRESSIVE 4MM   ,740
823870,,CUTR ASCOPIC 5.5 RSCTR  ,908.2
823877,,BURR SHVR BRL 12FLT 4MM ,740
823878,,SHEATH 5FR 45CM DEST    ,624
823880,,BURR SHVR RND 12FLUT 5.5,740
823881,,PLATE PROX TIB 4.5LCP154,2834.8
823883,,VLV AOR TIS PRCN 19     ,7474
823884,,VLV AOR TIS PRCN 21     ,7200
823885,,VENT PALMER LV 18F FERGU,463
823888,,SHELL HIP CLUSTR 58HL   ,2200
823905,,PIN FX EX FIX 120X5MM   ,1098.76
823906,,PIN HLF APX EXFX150X5X50,1098.76
823907,,PIN HLF APX 120X4X35MM  ,1136
823916,,PIN HLF 80MM 3MM APX ORT,171.36
823918,,GRAFT BN ALGRFT PST 10CC,2146
823919,,CEMENT CRS FACET 15ML PU,3570
823920,,NEEDLE PRC BONE MARROW  ,780.85
823922,,PORT IMPL INFSN 10FR    ,1560
823924,,GRAFT BN GEL DYN2 5ML   ,1245
823926,,ICD MRQS VR 7230CX      ,26000
823927,,STYLET LD 85X.014 KT GRY,298
823929,,LINER XLPE 10D 36X60    ,1500
823931,,CUP HIP ACTB MTL 54     ,2000
823936,,JOINT TOE SWNSN SM FT   ,2737.35
823940,,CTHGD HF018 3X20X135    ,2850.37
823942,,STENT XPRS PM 6X17X75   ,2227.4
823945,,SCREW BIOTENO AR-1580B  ,570
823946,,STEM FEMORAL SUMMIT SIZE,2800
823948,,SCREW CANN 6.5X75X16MM  ,502.32
823949,,SCREW CANNULATED 6.5 160,502.32
823953,,GRAFT BN FOM BA 5ML     ,1936
823956,,CATH INFS NONSTRBLE     ,6944
823957,,PUSHER KNT EPATH HRT    ,1147.51
823958,,RETRACTOR HEARTPORT LG  ,1273
823961,,PLATE BASE GNSIS2 8LT KN,2000
823962,,CARTRDG CLIP SCLP RNY   ,551
823965,,PIN FX PRV PRLOC 3.5X18 ,1023.64
823966,,CABLE ORTSADL INSRT TOOL,639
823968,,STENT ILIAC GFT 28X3.75 ,4050
823972,,SCREW BN SLFDRL 3X16X1.1,544
823976,,CUP ACTB HAP 58X52MM    ,7800
823978,,IMPLANT BRST STY20 400ML,1650
823979,,IMPLANT BRST 20GEL 425ML,1650
823980,,GW PT2 MS 300 J 5PK     ,1351.96
823981,,ROD SPN UNION POST 50MM ,400
823982,,CATH GD LD 7FR 60CM ATTN,1809
823987,,SPACER EXFX BOLT ANKL 5M,848
823990,,SEALANT PLR PROGL 4ML   ,3272.5
824001,,SCREW CRANIAL 1.5MM 4MM ,80
824002,,PLATE CRANIAL STRT 1.3MM,48
824007,,BURR HOLE IMPLANT       ,312
824008,,PLATE 2.0 TI CRVD BRDPLT,410
824009,,STYLET LD 45X.014 JTP GR,640
824010,,PLATE NARROW LCP 4.5MM 1,1034
824015,,VALVE TRACH DUAL TAPER  ,1396
824017,,SHELL ACETABULAR OD56 HI,1130
824018,,STEM FEM L272M PROFMR   ,5370
824019,,ALLOGRFT PSTE OSTEFL 1CC,311.1
824025,,BIT DRL 2.4 PRTX        ,1697.5
824026,,DLTR VSC 5F 035X20 RO   ,189
824030,,KNOT QUICKLOAD TK.5 TITA,760
824032,,INSERT TIB STD +22.5 RP ,1500
824033,,PRIMATRIX 16 SQCM       ,6433.7
824058,,SCREW BN PRLOC 2.5X12MM ,128
824059,,SCREW BN PRLOC 2.5X14MM ,128
824060,,LIGASURE ATLAS 20CM HAND,2356.94
824062,,PLATE BN TTL STAB 3HL LT,2867.2
824063,,PLATE TTL STAB AXSOS 4HL,2420.28
824064,,ALLODERM 1SQCM          ,1799
824066,,RING ACTB SZ 23         ,152
824071,,STEM FEM 34B HIP CLCR   ,10470
824073,,STAPLER PREM PLUS CEEA 2,1839
824078,,GW VASC AMPTZXSTF TFE   ,564.2
824093,,IMP KNEE 71 TIB TRAY    ,4338
824109,,SET INTRO 30CM 14FR CKFL,1190
824113,,CTHDX 5F 100            ,750
824114,,SHTH CTH CKFLO 038      ,910
824116,,COIL EMBL 35MM 5MM      ,107.08
824123,,EXTENDER DRL TIP 60MM   ,3268.65
824124,,GOUGE SURG 8MM ULDDR 3 S,2537.15
824125,,OSTEOTOME STR KNEE 6.5MM,3268.65
824131,,SCREW BN 2.3MM 12MM NLCK,210
824133,,GUIDEWIRE ORTH 150X1.4MM,1168
824134,,DEVICE SPEC RETRVL ROTH ,606.01
824136,,DRAIN CHEST 1LT         ,484.4
824137,,GW EXCPC .035 MOVABLE   ,595.2
824139,,LEAD VENT LT QFLX 75CM  ,3482
824140,,CONNECTOR SHNT STR      ,166.44
824143,,SPACER 4D PEEK 14X12X7  ,1620
824145,,COIL EMB MTRX SFTSR 2X4 ,2560
824146,,COIL EMB MTRX SFTSR 2X6 ,2580
824147,,COIL EMB MTRX SFTSR 2X8 ,2620
824148,,COIL MX2 USFT 2X4       ,2770
824149,,COIL MX2 USFT 2X6       ,2830
824150,,COIL MX2 USFT 2X10      ,2980
824151,,COIL MX2 USFT 2.5X3     ,2720
824152,,COIL MX2 USFT 2.5X4     ,2770
824154,,COIL MX2 USFT 2.5X6     ,2830
824155,,COIL MX2 USFT 3X4       ,2960
824156,,COIL MX2 USFT 3X6       ,2830
824157,,COIL MX2 USFT 3X8       ,2890
824158,,COIL MX2 USFT 3X10      ,2980
824159,,COIL MX2 USFT 3X15      ,3510
824160,,COIL MX2 USFT 3X20      ,3560
824161,,COIL MX2 USFT 4X6       ,3020
824165,,COIL MX2 USFT 4X8       ,2890
824166,,COIL EMB L10 OD4 MTR    ,2980
824167,,COIL EMB USFT 4X15      ,3510
824168,,COIL EMB L20 OD4 MTR    ,3560
824169,,XLINK SPN 43-54 4823604 ,900
824170,,COIL EMB L10 OD5 MTR    ,3620
824171,,TUBE GSTMY MIC 20F 3.5  ,621
824175,,COIL EMB MX2 USFT 5X20  ,3510
824177,,COIL EMB L20 OD5 MTR    ,3560
824178,,COIL EMB L10 OD6 MTR    ,3620
824179,,COIL EMB L15 OD6 MTR    ,3510
824181,,COIL EMB MX2 USFT 6X20  ,3560
824183,,STNT NEUROFORM3 2.5X20  ,9100
824184,,STNT NEUROFORM 3.5X10   ,8620
824185,,STENT NEUROFORM3 3.5X15 ,8720
824186,,IMPLANT BRST 325-390ML  ,1650
824187,,IMPL BRST 375CC SMTH    ,1650
824188,,EXPANDER TISS 425ML ADJ ,1650
824190,,STENT NEUROFORM3 3.5X20 ,11500
824194,,STENT INTRCRNL .014IN L1,8720
824201,,STNT NEUROFORM 4.5X10   ,8620
824202,,GRAFTJACKET 25 SQCM     ,11704
824216,,DRAIN INCS SIL #2450000 ,2885.75
824218,,GWRE LEAD ATTN 6216A47  ,2189
824219,,CATHETER BLNDIL 2MM 150C,1871
824220,,CATHETER BLNDIL 2X150   ,2152
824221,,CATH OTW 2.0 X 150 X 150,2152
824222,,CATH BLN.014IN .018IN 4F,2051.67
824224,,STEM HIP PRIM OFST 14MM ,5370
824232,,CATHETER BLNDIL 2.5MM 15,1871
824233,,CATHETER BLNDIL 2.5X150 ,2152
824234,,CATHETER BLNDIL 2.5MM 15,2152
824235,,CATH BLNDIL 2.5MM 150CM ,1871
824236,,CATHETER BLNDIL 3MM 150C,1871
824237,,CATHETER BLNDIL 3X150   ,2152
824238,,CATH OTW 3.0 X 150 X 150,2152
824239,,CATH BLN 3MM 150CM 80MM ,1871
824240,,CATH STRL OTW3.5X150X100,1871
824241,,BALN PTA STR 3.5X120X150,2152
824242,,CATH STRL OTW3.5X150X80 ,1871
824243,,CATHETER BLNDIL 4MM 150C,1871
824244,,CATHETER BLNDIL 4MM 150C,2152
824245,,CATH OTW 4.0 X 150 X 150,2152
824247,,PLATE 130D STD BRL 31.5 ,814.4
