Procedure ID,Description,Amount
845840,IMP BRST 14.5-15X12.5-12,2100.00
845842,ICD VNTK PRZM 2 VR 1860 ,27468.00
845843,SCREW BONE TITANIUM L7MM,86.00
845844,SCREW 1.0 TI CORT       ,94.00
845845,PLATE TT ORBITAL 1.0/11 ,330.00
845847,GFT VSC HMSH PLTM 28X60 ,1054.00
845848,LEAD QUIKSTE 1056K      ,3590.00
845849,TUBE VNT PAPLA AVNT     ,25.46
845850,SCREW ACTRK AT2-C13-S   ,1056.00
845851,KNEE MOBILE BEAR UPCHG  ,1450.00
845852,DRSG POLYMEM 4X4        ,82.80
845853,BRA POST-OP SM          ,760.00
845854,PLUG LD UNIPLR PORT PIN ,800.00
845856,BOOT WAFFLE INFL MED    ,193.00
845857,BOOT WAFFLE LARGE       ,193.00
845858,BLADE SAW 16.1X4.5MM    ,118.20
845859,IRRIGATION OSTOMY VFLO  ,123.00
845860,BLN PRCSRG OW 300       ,4304.00
845861,OPTH BUR 5081           ,224.00
845862,BUR RND DIAMOND 2.9X55  ,276.00
845863,BLADE 1608-006-095      ,276.00
845864,BUR RND4.5X55MM 16-S0123,227.40
845866,GUIDEPIN ORTH 300MM 3.2M,1235.00
845867,TUBE OCCLUDING CLAMPS   ,80.00
845869,CATH GUIDE BRITE TIP 5FR,800.00
845870,CTHEPBLZ2HT QP7FSC2.5SD ,2541.00
845871,BURR SRG RND OSTM 44.5X6,348.00
845872,SHAVER 3.5 FULL RADIUS  ,740.00
845873,SHAVER BUR 3MM HOODED   ,740.00
845874,PRB STRL 3FR ELECTRO-   ,802.10
845875,BURR ROUND KM-AM32U     ,379.00
845876,POUCH NATURA OPQ 2 1/4  ,23.00
845877,SLEEVE SUR-FIT NATURA IR,25.00
845878,BAR ARCH DENTAL         ,63.60
845879,NEEDLE TRNSEPTL 407205  ,1052.45
845881,CTHDX WSG 8F LCB        ,175.00
845882,VALVE ANTI REFLUX SALEM ,123.80
845883,DEV CLSR ATRICLP 45MM   ,3830.75
845884,CATH FOLEY 5CC 26FR     ,61.49
845886,CATH FOLY 2W SIL 16F 30 ,76.80
845887,DEV CLSR ATRICLP 50MM   ,3000.00
845888,CATH IV OPTV 18GX1.25   ,37.00
845889,CATH IV STRP 18GX1.25   ,63.40
845892,SET XTN L43 M LL ADPR   ,33.80
845893,STAPLER ATG45           ,1556.00
845894,WIRE SNARE THROAT 8GA   ,7.40
845897,CATH CHLGRM RDCK 4F     ,738.00
845898,HEMOVAC DRAIN 250000010 ,3605.00
845899,VACURETTE 9MM STRT      ,50.00
845900,BLN PWRSL RX 3.5X8      ,1471.00
845901,BLN PWRSL RX 3.5X18     ,1471.00
845902,BLN PWRSL RX 4.5X13     ,1471.00
845903,TUBE LAVACUATOR 28FR    ,126.60
845904,DRAIN MEROCEL           ,52.00
845905,CTH SHUNT SYS PSSR 36   ,604.00
845906,CTH VNTRC ACCFL 2.5 15  ,545.40
845907,KIT PRSR MNTR SBDRL 4FX3,3654.65
845908,STAPLER ENDO GIA 45 4.8 ,1257.00
845910,DRSNG MPFRM SLFADH 3X2IN,91.00
845911,PORT SELF SEAL          ,249.00
845912,BUR STD 4X48 RND DIAM   ,252.00
845913,BUR RND CARBIDE 3.1     ,189.00
845914,BUR RND CARBIDE 5.0     ,234.00
845915,BUR STD 6.5X51 RND BUR  ,270.00
845916,BLADE OSC MICRO KM-005  ,40.00
845917,CATH VENTRCLR SM L18    ,1200.00
845918,TUBE LAVACUATOR 22FR    ,126.60
845919,DRSG WND VAC LG         ,360.00
845920,BLADE TRPHN 7.0 BRRN    ,418.00
845921,SUPPORT ORTH UNF ADJ    ,488.60
845924,KIT CTH ACCU URET BK002 ,5687.74
845925,TAPE CASTING WHITE 2IN  ,34.45
845926,TAPE CASTING WHITE 3IN  ,41.80
845927,TAPE CASTING WHITE 4IN  ,54.20
845928,BLN EMB GRDWR 014 200   ,4304.00
845929,CATH EP 110CM 7FR 1-7MM ,3256.14
845930,CEMENT VERTAPLX HV BN   ,2194.50
845931,CTH EP SPCG 7FX2-7-1MM  ,3583.39
845932,DRESSING PETRO 3X3IN NAD,3.60
845933,DRESSING PETRO GZE 8X3IN,9.60
845934,DRESSING PETRO NADH9X5IN,9.40
845935,CATH THERM HEP 8FX110 5L,618.40
845936,SPLNT ORTH FNGR 3.25IN  ,14.40
845938,UNIT LTHTRP ULTSNC WAND ,3383.05
845939,BRA POST-OP LG          ,760.00
845940,BRA POST-OP XL          ,680.00
845941,HEAD FEM BIG 40MM HIP CE,1600.00
845942,HEAD FEM +3.5MM 28MM    ,700.00
845943,FEM HD BIP 61MM 28MM HIP,900.00
845944,STEM FEM CLRLS ELMT 15 S,4500.00
845945,PLATE ORBITAL LEFT SM 3D,2649.92
845946,INSERT TIB LCS CMPLT 25 ,1500.00
845947,GRAFT CV SPRT EXXCEL45X5,1222.00
845948,PLATE SHRT 38MM SS      ,1805.00
845949,GRAFT CV L15CM ID34MM GE,4530.00
845950,TUNNELER SURG RVRS      ,195.00
845953,CLAMP WRE EX FIX 2X1.6MM,1562.00
845954,BURR SURG FLUT 51X2.3MM ,2239.00
845955,TOOL DSCT RND FLUT 137X3,911.40
845956,BURR SURG CRBDE 51X1.2MM,78.00
845957,BLADE SAW 39X13MM       ,175.00
845958,TOOL DSCT DRM FLUT 144X6,891.80
845959,DRESSING HDRCLD CMBDRM  ,67.00
845960,BAR ERICH ARCH COIL 3.3F,659.00
845961,CATH GD 6FR .067IN 100CM,1140.00
845962,CATH BLN FXCROSS 10X20MM,1018.50
845963,ARSOL SPRAY KT          ,268.00
845964,CURETTE VAC CRV RGD 16MM,38.00
845965,BLADE HAL #5053-221     ,105.00
845966,SOLUTION DLYS DNLPDS 1.5,170.00
845968,WAFER OST DRADH 1 1/8IN ,39.80
845969,CONNECTOR SHNT CSF 2X1MM,636.29
845970,VACURETTE CURVED 6MM    ,30.00
845971,CURETTE VAC CRV RGD 6MM ,38.00
845973,STOPCOCK VALVE 3 GANG   ,38.00
845974,ELECTRODE PNCL 16IN     ,176.00
845975,CLAMP SURG CRL STR      ,14.00
845976,SUPPORTER  SCRT ADLT MED,171.20
845977,BIT DRL 7.8MM 240MM     ,2297.00
845978,SUTURE 2-0 BRALON SNGL  ,1061.20
845979,RELOAD ST AS 0 48IN     ,888.00
845980,RELOAD STPLR 0D 4.8MM MF,823.36
845981,RELOAD STPLR 4MM MF EHRN,823.36
845982,ENDO LOOP               ,1000.00
845983,STAPLE SUT ARTC ENDO WND,3116.61
845984,STPLR ENDO RLD 90X4.8MM ,2447.73
845985,BALLOON DSCT LAPSCP     ,2421.11
845986,DSCT SPCMKR BLN VBT300  ,2498.84
845987,CANNULA IRR IO-FLX IPSI ,700.00
845988,CATH GC 6F .067 XBRCA   ,1040.00
845989,TRAP FINGER SINGLE SMALL,540.00
845990,CLAMP ANKL ARTC XTRNFX  ,4232.00
845991,VALVE MITRAL CARP 27    ,7990.00
845992,WIRE OLIVE BONE L400    ,36.00
845994,GWIRE AMPTZ XCH 035 260J,405.00
845995,NAIL TIB CNNLA 11X34.5MM,2340.80
846002,LINER ACTB TNDM 53X28   ,900.00
846014,SYSTEM THR TPRLK 10MM MI,5570.00
846044,SCREW ASNS FT HND 2X22X5,399.84
846058,SCREW 2.4 VA LOCK 28MM  ,279.30
846059,ROD CNTRD 5.5X125       ,360.00
846060,SPACER SPN SM 20X15X13  ,14916.00
846061,SCREW BN 7.5MM 45MM TSRH,800.00
846062,LINER ACTB NTRL 48X32MM ,1100.00
846066,BEARNG TIB UHMWP H14MM  ,1595.10
846067,STEM FEM KN 150X13MM    ,2544.10
846070,LINER ACTB 23 OD50 RL II,3000.00
846079,STEM RADL 30 9 XPLR ELB ,6000.00
846084,HEAD FEM MOD TYPE 1 +9MM,700.00
846088,HEAD RADL ELB 12X24MM   ,4278.00
846097,LNR DURMR 10D 32X52     ,1100.00
846098,PLATE 131MM SS 3.5MM SCR,2800.00
846099,SPACER SPNL 22X12X8MM   ,2250.00
846108,PLATE 20MM AVTR CERV BN ,1900.00
846114,PLATE NAR ACLC 2 51X2.3 ,2460.00
846116,SCREW HEX ELB NLCK3.5X32,180.00
846117,SCREW BN 3.5MM 60MM ELB ,344.00
846118,TAP SURG DIST HUM 3.5MM ,2600.57
846119,SCREW BN HUM 3.5MM 38MM ,182.00
846120,SCREW BONE 3.5MM 22MM NO,180.00
846121,ELCTRD BALL TIP 8FR     ,547.55
846129,CATH URTH LBRSL 16FR 5CC,308.20
846141,RING EXFX TRULCK 150MM  ,6198.50
846148,PLATE FOOT METAL 150MM  ,3226.30
846152,GWIRE MRCL BR12 300     ,916.65
846176,NEEDLE ENDO ECHTP ULT   ,1018.50
846178,PLATE BN 50MM TRLCK     ,440.00
846198,STOPCOCK ANGIO MRQS     ,43.00
846217,SCREW BN LOC CANN 48MM  ,369.60
846219,SCREW PRLOC T20 3.5X28MM,87.20
846220,SCREW BN 3.5X30 73824030,87.20
846221,SCREW BN 3.5MM 28MM PRLC,394.00
846222,SCREW PRLOC T20 3.5X50MM,368.00
846223,SCREW PRLOC T20 3.5X46MM,394.00
846224,SCREW PRLOC T20 3.5X55MM,334.00
846225,SCREW BN CORT 4.5X50MM  ,25.60
846232,CATH TIGER RADIAL 5F    ,770.00
846241,INSERT MDM X3 FOR LNR22 ,2400.00
846242,LINER ACTB HIP 38MM     ,2400.00
846244,SCREW BN LCK HX 3.5X50  ,364.00
846246,INTRODUCER SHTH 6FR 45CM,686.00
846252,NAIL SUPCONDLR 12X340   ,4092.70
846253,SURFACE ARTC 00596203010,1500.00
846254,STEM XTN NXGN STR 10X145,1503.00
846257,NAIL 11MM 380MM LT IM 13,3780.00
846259,HEAD FEM -4 36MM CERM BI,1600.00
846265,ROD SPNL OD4.5 BLCK     ,180.00
846276,SCREW SPN XIA 4823-1735 ,2000.00
846287,SPLINT ORTH 15FTX3 FBGLS,893.40
846296,HEAD FEM HIP 6280-0-128 ,1148.00
846304,SCREW PRLOC T20 3.5X26MM,87.20
846305,SCREW PRLOC 3.5X40MM    ,76.10
846309,SCREW SPNL BRKOF 4.75MM ,100.00
846312,SCREW BN MAS CANN 5X35  ,1440.00
846328,SCREW PRLOC T20 3.5X10MM,394.00
846333,SCREW BNE 316L SS L22MM ,70.56
846344,SCREW BN TI CANC 5X24MM ,236.40
846345,SHELL ACTB BIP 42X22    ,900.00
846351,PLATE 1.5MM LCK Y BN    ,676.88
846356,INSERT TIB KN CMT 8X9MM ,1100.00
846363,CATH ARTHRCM JTSTRM 7FR ,14040.00
846364,CATH ARTHRCM JTSTRM G3  ,12536.00
846370,PLATE Y 5 HOLES TI MATRI,600.00
846373,ELECTRODE ESURE BTN FRNT,2199.00
846378,PLATE 115MM SS 3.5MM 8HL,2029.20
846381,SCREW BN 26MM COM VDV226,150.00
846382,SCREW NXFX CMPR 3X14    ,530.00
846385,GWIRE HT SPRTA 300      ,1380.00
846439,SCREW BN CANN 5.5MM 60MM,280.00
846446,CATH IV 24GAX9/16 INSYTE,43.60
846453,DRESS FOAM MEP BORD 6X6 ,93.80
846469,INSERT TIB CR SZ5 OPTTRK,1100.00
846470,INSERT TIB 5-6 9MM KN XL,2140.00
846473,NAIL RT FEM/TROCH 125DD ,2854.60
846475,PLATE TIB STMD NXGN SZ 4,1420.00
846478,SCREW BIOABS 15MM 4.75MM,816.00
846479,COMPNT FEM 10X240X13.5MM,10966.80
846486,SIGMOIDSCOPE DISP TUBE S,63.00
846505,GRAFT BN TIB PLT FLAT   ,1018.30
846507,SCREW BN 3.5X34 73824034,64.60
846508,SCREW BN 3.5MM 36MM     ,64.60
846511,SCREW BN 3.5MM 38MM PRLC,64.60
846515,SCREW BN 3MM 16MM TI STR,356.40
846525,NAIL 9/7.5MM 24CM HUM TR,1878.60
846549,PLATE STRNL 13H STR     ,1974.60
846552,DRESSING  WND 10X7.5CM  ,516.40
846555,STENT GRAFT VIABAHN 7FR ,7390.00
846563,GWIRE VASC .017X.014 PGW,1018.50
846588,SCREW PRLOC T20 3.5X24MM,87.20
846590,SET TRMA FX DRL PIN KN2 ,1140.00
846601,PLATE FIB LCP 2.7 5H SYN,1282.50
846607,PATCH DURA DRMTRX 5X7 ON,2941.44
846618,PLATE LOW PROFILE CLAV 8,2642.00
846621,PLATE NAR ACLC 2 BN LT D,2786.00
846622,PLATE LNG STD ACLC 2 LT ,2368.00
846623,BIT DRL L240XW4.8       ,619.25
846624,STEM FEM STD 16X11X150  ,3600.00
846625,SLEEVE CNTRNG 13.5X7 16F,1400.00
846626,SHELL ACTB 54 HIP NO HL ,2000.00
846627,HEAD FEM COCR 22.25MM   ,840.00
846628,SCREW SPN XIA 4823-1540 ,1700.00
846629,SCREW CORT PRLC 25X5.7  ,390.40
846630,SCREW BNE SS PERI-LOK   ,390.40
846631,STEM HIP OMFT 6097-0530 ,2800.00
846632,INSR GNS SZ 3-4 9MM     ,1100.00
846633,NAIL HUM CANN 7X240     ,3796.20
846634,HANDPIECE HK/BLD SYNERGY,1413.00
846635,BEARNG TIB UHMWP H16MM  ,1784.00
846636,BASEPLATE TIB OSS LNG ST,5480.00
846637,SCREW BN 4MM 28MM OASYS ,1370.00
846646,PLATE BN CMPR TRUSS 37MM,6000.00
846647,SCREW VRT SPN TRS 5.5X26,300.00
846649,BLADE CHSL CRV 10MM     ,772.00
846650,BLADE CHSL CRV 16MM     ,772.00
846651,BLADE CHSL CRV 25MM     ,772.00
846652,PLATE 7200021 ATL VISION,1900.00
846653,SCR BN SS 5 LC DCP      ,37.38
846655,SCREW VAR ANGLE 5.5X24MM,1350.00
846656,GLADIATOR BIPOLAR 22X38 ,1710.00
846658,PLATE 60MM 4 LVL AVTR BN,2300.00
846660,SEGMENT CALCAR REPL 21MM,4650.00
846661,ROD 2.8 DRL SURG EX FIX ,1032.08
846662,EVOLUTION MP CR INSERT  ,1920.00
846663,COMPONENT FEM 3         ,2360.00
846664,COMPNT FEM LT KN ITOTAL ,8600.00
846665,CATH PMP IMPELLA 5.0 9F ,107800.00
846670,STENT URETH 1.5CM 14MM  ,9440.00
846673,PLATE BN NAR PRFL 8HL   ,2244.00
846674,SLING SBURTHRL 60X1.1CM ,1510.00
846679,SHELL ACETABULAR OD50 HI,1130.00
846680,SHEATH TEFLON 30FR./20CM,686.40
846681,DEVICE VISCOAT OVD0.50ML,278.00
846683,GRAFT EVAS 13.5CM 20MM  ,8200.00
846696,BLADE ENDO GSTRC        ,4997.30
846697,SCREW BN SPNL 6MM 35MM  ,720.00
846698,PLATE SPN ALT ELITE 23MM,1900.00
846699,LEAD PCNG 45CM 6.9FR ATR,1850.00
846701,GRAFT EVAS 18CM 28.5MM  ,19990.00
846704,COMPNT FEM NP RT PS SZ5 ,3600.00
846705,COMPT PS FEM NPOR LT SZ4,3600.00
846707,NAIL 11MM 340MM HIP LT  ,3780.00
846708,SCREW BN HIP 5X38       ,294.00
846712,INSERT KN POST SZ4 8MM  ,1100.00
846718,COMPNT PTLA 32MM        ,500.00
846727,SCREW CORTEX 2.4 X 8MM  ,104.16
846728,SCREW LCP 3.5X48MM      ,240.24
846749,TUBE LUKEN 3.25X8CC     ,15.00
846750,KIT BLD SMPL VAMP DRW   ,13.40
846751,DRESSING PETRO 72X0.5IN ,13.20
846753,DRESSING PETRO 36X3IN   ,12.40
846754,DRESSING PETRO CRD 9X3IN,6.80
846755,DRESSING PETRO NADH8X1IN,6.40
846757,INTEGRA MESHED 20SQCM   ,42744.59
846760,BLN NANCRS 3X150X150    ,2030.21
846765,SCREW BNE 2.5X16        ,437.40
846773,PLATE BOX MATRIXNEURO 10,476.80
846774,PLATE 2 SS PRIM NXFX BN ,2076.00
846775,SCREW BN NXFX CANN 3X32 ,556.00
846776,PEG FX 50 4 SHLDR THRD  ,166.60
846777,VALVE AOR MITROFLOW 19MM,10600.00
846778,CONNECTOR ROD CL5.5 CRV ,1200.00
846783,SCREW SET 32MM.25IN STD ,180.00
846784,PIN HLF EXFX JTX 6X40MM ,836.53
846790,CATH MUST 3MM 40MM 135CM,950.60
846792,CATHETER BLNDIL 3MM 100M,950.60
846793,CATH MUST 4MM 60MM 135CM,950.60
846794,CATH MUST 4MM 80MM 135CM,1222.20
846795,CATH MUST 6MM 60MM 135CM,950.60
846796,CATH MUST 6MM 80MM 135CM,1222.20
846798,CATH MUST 7MM 80MM 40CM ,950.60
846799,CATH MUST 7MM 100MM 135C,1222.20
846800,CATH MUST 8MM 60MM 135CM,950.60
846801,CATH MUST 6MM 150MM 135C,1595.65
846802,CATH MUST 5MM 150MM 135C,1595.65
846809,SCREW BNE TI L26MM OD5.0,353.40
846811,SCREW CORT LCK 3.5X48MM ,170.44
846812,SCREW CORT LOC 3.5X46   ,170.44
846815,PLATE ORT LCK STD TI    ,2460.00
846816,SCREW BN SPN PAX 4.5X35 ,264.76
846821,CMPNT KN TIB BLCK 5 SZ6 ,1265.40
846826,RAIL MINI FXTR 57.5MM   ,3961.07
846827,DEVICE LNTHNR MNIRL EXFX,6198.50
846828,SCRW CRT 45/20 2.5/2.0SD,538.00
846829,SCREW BN 50X18X3-2.5MM  ,184.30
846833,PLATE EXFX TRULCK 150MM ,5836.60
846838,PLATE 62MM SS 3.5SCR 5HL,1158.00
846855,KIT PRSS MNTR 4FR 2.7MM ,4151.26
846858,KIT STARTUP ALSIUS      ,1385.00
846859,CATH CV L38 9.3FR ICY   ,3161.93
846866,SCREW CANC 4X20         ,170.44
846869,COVATOR 20 W/INTEG CABLE,3333.89
846872,SPACER XL PEEK 50X22X10 ,8000.00
846878,SCREW SPN 5.5X40MM      ,150.00
846883,BALLN KYPHO +1 STEP 15/3,13607.00
846884,BALLN KYPHO +1 STEP 20/3,12252.00
846886,ROD 70MM 486615070      ,400.00
846887,ROD SPNL 70MM 5.5MM MAX ,400.00
846888,SHELL BIP GLDTR HIP 47MM,900.00
846890,CUTTER SURG 9MM FLIPCUTT,3157.35
846895,STEM FEM TPR RDC NK STD ,4800.00
846899,STEM FEM STD HIP TPR 10 ,4800.00
846942,BIT DRL JGGRKNT SHRT    ,633.00
846943,ANCHOR SUT JGGRKNT SHRT ,750.00
846944,ROD SPNL TI XIA 30MM    ,360.00
846945,GFT BN PTY SYR DLV 1CC  ,5500.00
846954,INSERT PS TIB SZ4 10MM  ,1100.00
846967,BIT DRL 45MM 3.2MM SHRT ,597.52
846968,PLATE BS TIB RT LGN6 REV,4389.00
846972,SCREW PRLOC T20 3.5X32MM,87.20
846973,CATH GD OD9FR ATN CMND  ,1887.62
846977,SCREW BN 3MM 18MM TI STR,356.40
846978,SHLL ACTB 52MM          ,2600.00
846979,STEM FEM 11MM TPRLK M-PL,5570.00
846980,INSERT TIB 2 19MM KN X3 ,1710.00
846984,HEAD BIP MOD 54X28      ,900.00
846989,PLATE SPN ANCHOR ROI-A  ,2700.00
846990,PLATE LNG ANCHORING ROI ,2700.00
846995,SCREW BN 3.5 12 PRLK COR,71.10
846999,BEARNG TIB ARCOM SM 5MM ,2100.00
847001,INSERT TIBFNDTN SZ4 11MM,1100.00
847002,STIMULATOR BN OSTGN IMPL,15000.00
847004,SCREW BN 7M 45M MTRX PDC,720.00
847005,SCREW ORTH S/T LCK2.3X14,202.00
847006,SCREW PROFYL 53-23013   ,210.00
847009,PLATE ANT CERV 47.5MM   ,2300.00
847014,GDWIRE ORTH 150MM 2MM   ,520.00
847015,RMR SURG 7.5MM LPRO STRL,1894.41
847033,PLATE 18 1LVL AVTR SPNL ,1900.00
847036,PUSHER CANN KNT FSTFX 36,861.52
847037,INSERT TRTHLN KN 8 9MM  ,1710.00
847052,GWIRE ORTH 1.1X100MM    ,310.00
847053,BIT DRILL 6.5MM STRL SUR,1527.75
847077,NEEDLE PORT 1.5IN 20GA  ,62.23
847085,STENT BIL GNSOP 8X36X135,2371.50
847094,NAIL 11MM 340MM LT IM 13,3780.00
847095,SCREW BN DIST 5X54MM    ,294.00
847099,CATH BNDL 1.5MM 150CM 40,1385.16
847100,CATH OTW 2X100X150CM    ,2104.90
847101,CATH OTW 2X150X150CM    ,1668.00
847102,CATH OTW 2X220X150CM    ,1668.00
847103,CATH OTW 3X150X220CM    ,1668.00
847104,CATHETER 3.5MM 150X60   ,1385.16
847105,CATH CYTE OTW3.5X150X150,1668.00
847106,CATH BLN 3.5X220MM 150CM,1668.00
847109,CATH BLNDIL 2.5X150X60MM,2104.90
847110,CATH OTW 2.5X150X150CM  ,1668.00
847111,CATH OTW 2.5X220X150CM  ,2749.95
847112,CATH OTW 3X60X150CM     ,2104.90
847113,CATH OTW 3X100X150CM    ,2104.90
847114,CATH OTW 3X150X150CM    ,1668.00
847115,CATH BLN 3.5X100MM 150CM,1385.16
847116,CATH OTW 4 X 60 150CM   ,2104.90
847117,CATH 4 X 100 150CM OTW  ,2104.90
847118,CATH BLNDL 4MM 260CM 150,2749.95
847119,CATH BLNDL 4MM 150CM 220,2749.95
847120,CATH OTW 2.5X100X150CM  ,1385.16
847128,KIT ARTH FX 3.5MM TGHTRP,3661.00
847138,BIT DRL BN OSTM 2MM     ,1664.00
847139,SCREW BN NONLOC 2.7X26  ,320.00
847140,PLATE BN TCP SS 30MM    ,2600.00
847142,SCREW BN RDC 2.6X24MM   ,330.00
847147,SCREW BN 4X40 SS L/T    ,472.00
847148,SCREW BN 18MM 40-20118  ,368.96
847153,PLATE 10 HL BN ANT CLVCL,2402.00
847156,SCREW BN 14-405054      ,473.04
847160,LINER ACTB XLNK 2X36MM  ,1500.00
847161,SCREW BN 2MM 12MM 5MM   ,418.32
847162,SCREW BN ORTH 2.3X14MM  ,182.00
847165,INSERT TIB 2 9MM KN PST ,1100.00
847166,COMPNT TIB 1F/2T 2F/2T  ,2000.00
847167,COMPONENT FEM 3 OPTETRAK,3200.00
847168,COMPNT TIBTRY 3F/2T KN  ,2000.00
847169,INSERT TIB 3 9MM KN PST ,1100.00
847170,MESH SRG RESTORELLE 24X4,1700.00
847171,PLATE LG 3.5SCR VAR ANG ,2080.00
847172,PLATE CERV 64 4 LVL     ,1900.00
847173,STABILIZER SURG OCTPS   ,8580.00
847174,SCREW BN 6.5MM 55MM CHS ,361.80
847175,DISTRACTOR TRUELOK 150MM,2011.63
847176,DSTRCT LNR TRULCK 70MM  ,2838.22
847177,SUTURE NON ABS GTRX 36IN,1283.40
847178,SUTURE ABS 4-0 PS1 M935H,78.40
847179,HEAD FEM CTPR COCR 2200 ,600.00
847180,GRAFT TISS VEIN 4MMX38CM,10000.00
847181,SCREW BN 30X2.7         ,420.00
847182,SCREW SLFDRL MXLFCL5X1.5,112.40
847184,STEM FEM 165MM 11MM STR ,3200.00
847185,LNR HUM 2.5MM 46MM RVRS ,1600.00
847186,SHELL ACTB CONTIN 50MM  ,2600.00
847187,LINER ACTB HH OTHS 32MM ,1100.00
847188,STEM FEM FBR 784101350  ,5000.00
847189,CMPNT GLND SHLDR 36 X 3 ,4052.00
847190,COMPNT FEM KN MED CMNT  ,2600.00
847191,SNARE OVL 230CM 2.5MM   ,1459.00
847199,STENT BIL VSPRO 6X27X135,1370.00
847200,STENT BIL VSPRO 7X27X135,1370.00
847210,CATH BLN EVRCRS 6X40X135,740.11
847212,CATH BLN EVRCRS 6X80X80 ,740.11
847215,CATH BLN EVRCRS6X120X135,740.11
847216,CATH BLN NANO 12X20X150 ,1690.71
847217,CATH BLN NANO 3X120X150 ,1690.71
847218,CATH BLN NANO 4X120X150 ,1690.71
847247,KWIRE FX 1.1MM          ,280.00
847248,BIT DRL CANN DISP 2.3MM ,1132.00
847249,BIT DRL GRN CNTRSNK2.3MM,1132.00
847257,STEM TIB FLUT KN 15X80MM,1498.00
847260,PLATE VSN NEW LCK 27.5MM,2000.00
847264,SCREW BN 1.5MM 12MM NLCK,106.40
847265,SCREW BN NLCKNG 1.5X14MM,106.40
847267,SCREW BN 1.5X11MM       ,106.40
847273,CATH BLNOCC .035IN L120C,2727.88
847274,INSERT ARTC 1-2 18MM KN ,3190.00
847279,STEM LGN CNSTRN FEM 3 RT,10032.00
847286,SHELL ACTB MLHL 56MM    ,2600.00
847294,PLATE 3 HOLE BN TIB STD ,2227.50
847295,SLEEVE DRILL 100MM      ,1344.42
847296,SCREW CORT NLCK 3.5X65  ,75.66
847297,SCREW BN 2.7X50MM PRLC  ,328.00
847298,SCREW PRLOC CLVCL 3.5X22,394.00
847299,SCREW PERILOC 3.5X30MM  ,368.00
847301,GRAFT EVAS 16CM 25.5MM  ,19990.00
847302,GRAFT EVAS 14CM 28.5MM  ,19990.00
847304,NAIL 11X340MM HIP RT  FE,3780.00
847306,SCREW PRLC T20 3.5X20MM ,394.00
847307,PLATE ANT CSPN 18MM 1LVL,1900.00
847312,DEVICE LEAD LCK 65CM SS ,2171.00
847323,SCREW BN NLCK 2.7MM 18MM,182.00
847324,PLATE OLCRN LT 5HL 90MM ,2426.00
847326,MESH SURG OVL XL 9.7X7.7,3010.00
847328,ELLPS 6.2INX8.2IN       ,2376.00
847329,MESH ELLIPSE 8.2X0.2IN  ,3604.00
847330,TUBE PNEUM KAIRISON DISP,967.58
847331,GRAFT CVS L35CM D4-6MM  ,3000.00
847332,LENS IOL +19 DIOP 13X6  ,270.00
847333,COMPNT FEM NPOR 161-1502,3600.00
847334,KWIRE FX 150MM 1.6MM    ,1344.00
847335,PIN GDE TROC TIP 3.2X12 ,546.60
847336,SCREW CANN 7X9X16MM     ,393.40
847337,IMPLNT SPNL 35X7MM      ,5534.00
847338,BIT DRL 32MM 7MM CANN   ,3500.00
847339,PIN FX 3.2MM SCROIL STNM,522.83
847340,IMPLANT ORTH 40MM 7MM   ,6334.00
847351,BSKT TIP COR ART OST    ,298.60
847353,INSERT ACTB MED X3 LNR  ,2200.00
847354,LINER 36MM COCR HIP MDM ,2161.70
847356,SCREW BN 6.5MM 55MM 20MM,476.58
847359,REAMER SURG 8.5 LOPRO ST,1894.41
847360,SCREW NLCK 3.0X60       ,180.00
847362,SCREW ELB LCK HEX 3X55MM,364.00
847363,SCREW BN LCK 2.7X24MM   ,300.00
847364,SCREW ELB LCK HEX 2.7X26,292.00
847365,SCREW BN 3.5MM 36MM ELB ,180.00
847366,EXTRACTOR SURG PRB      ,2716.00
847367,PROBE ORTH 6MM OSCAR STM,2851.80
847368,OSTEOTOME FLAT SURG 6MM ,2851.80
847372,DVC FX TGHTRP TWINTAIL  ,1644.00
847373,PLATE 8 HL STR LOPRO BN ,2402.00
847392,STEM TIB FNDTN 14X150MM ,1450.00
847397,BLOCK WDG TIB TIV/PMMA 4,1332.00
847401,NEEDLE SUT 1ST PASS ORTH,1462.57
847404,SHELL ACTB 58MM MLT HL  ,2600.00
847405,HEAD FEM FRDM +3X36MM   ,1853.94
847406,INSR STD 5-6 LT 15MM    ,2140.00
847407,PLATE 7200019 ATL VISION,2000.00
847408,SCREW SPNL 4.5X13       ,400.00
847409,SCREW BN LAG CANN 4.5X45,550.00
847410,PLATE ATL VSN NEW 25MM  ,2000.00
847411,COMPNT GLNSPHR XPD +4MM ,4400.00
847412,COMPONENT GLND XL PEG BE,2032.60
847414,INSERT EVOLUTION MP CR  ,1920.00
847415,KNEE TIB KLD ETPKN8SR   ,2140.00
847416,ROD SPN 5.5X5.5 CLAMP   ,858.00
847420,TRAY SURG PROC VERT BLN ,3626.12
847422,ELECTRODE DEFIB 6X4.25IN,238.00
847423,SCREW BN TI CANC 5X54MM ,236.40
847424,SCREW BN 5.0X50MM CAN   ,236.40
847425,ANCHOR SUT HELX TRANSTEN,1830.00
847426,SCREW BONE TI L80MM LTHR,793.75
847427,SCREW BN FT 2.5X10MM    ,330.00
847428,SCREW 3.5X12MM CANNULTD ,300.00
847429,SCREW 3.5X14 ORTH PRO   ,390.00
847430,SCREW BN CYL FT 3.5X16MM,300.00
